Code;Description
M9382;Sonstige naeher bezeichnete Osteochondropathien: Oberarm [Humerus, Ellenbogengelenk]
M9383;Sonstige naeher bezeichnete Osteochondropathien: Unterarm [Radius, Ulna, Handgelenk]
M9384;Sonstige naeher bezeichnete Osteochondropathien: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]
M9385;Sonstige naeher bezeichnete Osteochondropathien: Beckenregion und Oberschenkel [Becken, Femur, Gesae�, Huefte, Hueftgelenk, Iliosakralgelenk]
M9386;Sonstige naeher bezeichnete Osteochondropathien: Unterschenkel [Fibula, Tibia, Kniegelenk]
M9387;Sonstige naeher bezeichnete Osteochondropathien: Knoechel und Fu� [Fu�wurzel, Mittelfu�, Zehen, Sprunggelenk, sonstige Gelenke des Fu�es]
M9388;Sonstige naeher bezeichnete Osteochondropathien: Sonstige [Hals, Kopf, Rippen, Rumpf, Schaedel, Wirbelsaeule]
M9389;Sonstige naeher bezeichnete Osteochondropathien: Nicht naeher bezeichnete Lokalisation
M939;Osteochondropathie, nicht naeher bezeichnet
M94;Sonstige Knorpelkrankheiten
M940;Tietze-Syndrom
M941;Panchondritis [Rezidivierende Polychondritis]
M942;Chondromalazie
M9420;Chondromalazie: Mehrere Lokalisationen
M9421;Chondromalazie: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]
M9422;Chondromalazie: Oberarm [Humerus, Ellenbogengelenk]
M9423;Chondromalazie: Unterarm [Radius, Ulna, Handgelenk]
M9424;Chondromalazie: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]
M9425;Chondromalazie: Beckenregion und Oberschenkel [Becken, Femur, Gesae�, Huefte, Hueftgelenk, Iliosakralgelenk]
M9426;Chondromalazie: Unterschenkel [Fibula, Tibia, Kniegelenk]
M9427;Chondromalazie: Knoechel und Fu� [Fu�wurzel, Mittelfu�, Zehen, Sprunggelenk, sonstige Gelenke des Fu�es]
M9428;Chondromalazie: Sonstige [Hals, Kopf, Rippen, Rumpf, Schaedel, Wirbelsaeule]
M9429;Chondromalazie: Nicht naeher bezeichnete Lokalisation
M943;Chondrolyse
M9430;Chondrolyse: Mehrere Lokalisationen
M9431;Chondrolyse: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]
M9432;Chondrolyse: Oberarm [Humerus, Ellenbogengelenk]
M9433;Chondrolyse: Unterarm [Radius, Ulna, Handgelenk]
M9434;Chondrolyse: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]
M9435;Chondrolyse: Beckenregion und Oberschenkel [Becken, Femur, Gesae�, Huefte, Hueftgelenk, Iliosakralgelenk]
M9436;Chondrolyse: Unterschenkel [Fibula, Tibia, Kniegelenk]
M9437;Chondrolyse: Knoechel und Fu� [Fu�wurzel, Mittelfu�, Zehen, Sprunggelenk, sonstige Gelenke des Fu�es]
M9438;Chondrolyse: Sonstige [Hals, Kopf, Rippen, Rumpf, Schaedel, Wirbelsaeule]
M9439;Chondrolyse: Nicht naeher bezeichnete Lokalisation
M948;Sonstige naeher bezeichnete Knorpelkrankheiten
M9480;Sonstige naeher bezeichnete Knorpelkrankheiten: Mehrere Lokalisationen
M9481;Sonstige naeher bezeichnete Knorpelkrankheiten: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]
M9482;Sonstige naeher bezeichnete Knorpelkrankheiten: Oberarm [Humerus, Ellenbogengelenk]
M9483;Sonstige naeher bezeichnete Knorpelkrankheiten: Unterarm [Radius, Ulna, Handgelenk]
M9484;Sonstige naeher bezeichnete Knorpelkrankheiten: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]
M9485;Sonstige naeher bezeichnete Knorpelkrankheiten: Beckenregion und Oberschenkel [Becken, Femur, Gesae�, Huefte, Hueftgelenk, Iliosakralgelenk]
M9486;Sonstige naeher bezeichnete Knorpelkrankheiten: Unterschenkel [Fibula, Tibia, Kniegelenk]
M9487;Sonstige naeher bezeichnete Knorpelkrankheiten: Knoechel und Fu� [Fu�wurzel, Mittelfu�, Zehen, Sprunggelenk, sonstige Gelenke des Fu�es]
M9488;Sonstige naeher bezeichnete Knorpelkrankheiten: Sonstige [Hals, Kopf, Rippen, Rumpf, Schaedel, Wirbelsaeule]
M9489;Sonstige naeher bezeichnete Knorpelkrankheiten: Nicht naeher bezeichnete Lokalisation
M949;Knorpelkrankheit, nicht naeher bezeichnet
M9490;Knorpelkrankheit, nicht naeher bezeichnet: Mehrere Lokalisationen
M9491;Knorpelkrankheit, nicht naeher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]
M9492;Knorpelkrankheit, nicht naeher bezeichnet: Oberarm [Humerus, Ellenbogengelenk]
M9493;Knorpelkrankheit, nicht naeher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]
M9494;Knorpelkrankheit, nicht naeher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]
M9495;Knorpelkrankheit, nicht naeher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesae�, Huefte, Hueftgelenk, Iliosakralgelenk]
M9496;Knorpelkrankheit, nicht naeher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]
M9497;Knorpelkrankheit, nicht naeher bezeichnet: Knoechel und Fu� [Fu�wurzel, Mittelfu�, Zehen, Sprunggelenk, sonstige Gelenke des Fu�es]
M9498;Knorpelkrankheit, nicht naeher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schaedel, Wirbelsaeule]
M9499;Knorpelkrankheit, nicht naeher bezeichnet: Nicht naeher bezeichnete Lokalisation
M95;Sonstige erworbene Deformitaeten des Muskel-Skelett-Systems und des Bindegewebes
M950;Erworbene Deformitaet der Nase
M951;Blumenkohlohr
M952;Sonstige erworbene Deformitaet des Kopfes
M953;Erworbene Deformitaet des Halses
M954;Erworbene Deformitaet des Brustkorbes und der Rippen
M955;Erworbene Deformitaet des Beckens
M958;Sonstige naeher bezeichnete erworbene Deformitaeten des Muskel-Skelett-Systems
M959;Erworbene Deformitaet des Muskel-Skelett-Systems, nicht naeher bezeichnet
M96;Krankheiten des Muskel-Skelett-Systems nach medizinischen Ma�nahmen, anderenorts nicht klassifiziert
M960;Pseudarthrose nach Fusion oder Arthrodese
M961;Postlaminektomie-Syndrom, anderenorts nicht klassifiziert
M962;Kyphose nach Bestrahlung
M963;Kyphose nach Laminektomie
M964;Postoperative Lordose
M965;Skoliose nach Bestrahlung
M966;Knochenfraktur nach Einsetzen eines orthopaedischen Implantates, einer Gelenkprothese oder einer Knochenplatte
M968;Sonstige Krankheiten des Muskel-Skelett-Systems nach medizinischen Ma�nahmen
M9680;Elektiv offen belassenes Sternum nach thoraxchirurgischem Eingriff
M9681;Instabiler Thorax nach thoraxchirurgischem Eingriff
M9682;Verzoegerte Knochenheilung nach Fusion oder Arthrodese
M9688;Sonstige Krankheiten des Muskel-Skelett-Systems nach medizinischen Ma�nahmen
M969;Krankheit des Muskel-Skelett-Systems nach medizinischen Ma�nahmen, nicht naeher bezeichnet
M99;Biomechanische Funktionsstoerungen, anderenorts nicht klassifiziert
M990;Segmentale und somatische Funktionsstoerungen
M9900;Segmentale und somatische Funktionsstoerungen: Kopfbereich [okzipitozervikal]
M9901;Segmentale und somatische Funktionsstoerungen: Zervikalbereich [zervikothorakal]
M9902;Segmentale und somatische Funktionsstoerungen: Thorakalbereich [thorakolumbal]
M9903;Segmentale und somatische Funktionsstoerungen: Lumbalbereich [lumbosakral]
M9904;Segmentale und somatische Funktionsstoerungen: Sakralbereich [sakrokokzygeal, sakroiliakal]
M9905;Segmentale und somatische Funktionsstoerungen: Beckenbereich [Hueft- oder Schambeinregion]
M9906;Segmentale und somatische Funktionsstoerungen: Untere Extremitaet
M9907;Segmentale und somatische Funktionsstoerungen: Obere Extremitaet [akromioklavikular, sternoklavikular]
M9908;Segmentale und somatische Funktionsstoerungen: Brustkorb [kostochondral, kostovertebral, sternochondral]
M9909;Segmentale und somatische Funktionsstoerungen: Abdomen und sonstige Lokalisationen
M991;Subluxation (der Wirbelsaeule)
M9910;Subluxation (der Wirbelsaeule): Kopfbereich [okzipitozervikal]
M9911;Subluxation (der Wirbelsaeule): Zervikalbereich [zervikothorakal]
M9912;Subluxation (der Wirbelsaeule): Thorakalbereich [thorakolumbal]
M9913;Subluxation (der Wirbelsaeule): Lumbalbereich [lumbosakral]
M9914;Subluxation (der Wirbelsaeule): Sakralbereich [sakrokokzygeal, sakroiliakal]
M9919;Subluxation (der Wirbelsaeule): Abdomen und sonstige Lokalisationen
M992;Subluxationsstenose des Spinalkanals
M9920;Subluxationsstenose des Spinalkanals: Kopfbereich [okzipitozervikal]
M9921;Subluxationsstenose des Spinalkanals: Zervikalbereich [zervikothorakal]
M9922;Subluxationsstenose des Spinalkanals: Thorakalbereich [thorakolumbal]
M9923;Subluxationsstenose des Spinalkanals: Lumbalbereich [lumbosakral]
M9924;Subluxationsstenose des Spinalkanals: Sakralbereich [sakrokokzygeal, sakroiliakal]
M9929;Subluxationsstenose des Spinalkanals: Abdomen und sonstige Lokalisationen
M993;Knoecherne Stenose des Spinalkanals
M9930;Knoecherne Stenose des Spinalkanals: Kopfbereich [okzipitozervikal]
M9931;Knoecherne Stenose des Spinalkanals: Zervikalbereich [zervikothorakal]
M9932;Knoecherne Stenose des Spinalkanals: Thorakalbereich [thorakolumbal]
M9933;Knoecherne Stenose des Spinalkanals: Lumbalbereich [lumbosakral]
M9934;Knoecherne Stenose des Spinalkanals: Sakralbereich [sakrokokzygeal, sakroiliakal]
M9939;Knoecherne Stenose des Spinalkanals: Abdomen und sonstige Lokalisationen
M994;Bindegewebige Stenose des Spinalkanals
M9940;Bindegewebige Stenose des Spinalkanals: Kopfbereich [okzipitozervikal]
M9941;Bindegewebige Stenose des Spinalkanals: Zervikalbereich [zervikothorakal]
M9942;Bindegewebige Stenose des Spinalkanals: Thorakalbereich [thorakolumbal]
M9943;Bindegewebige Stenose des Spinalkanals: Lumbalbereich [lumbosakral]
M9944;Bindegewebige Stenose des Spinalkanals: Sakralbereich [sakrokokzygeal, sakroiliakal]
M9949;Bindegewebige Stenose des Spinalkanals: Abdomen und sonstige Lokalisationen
M995;Stenose des Spinalkanals durch Bandscheiben
M9950;Stenose des Spinalkanals durch Bandscheiben: Kopfbereich [okzipitozervikal]
M9951;Stenose des Spinalkanals durch Bandscheiben: Zervikalbereich [zervikothorakal]
M9952;Stenose des Spinalkanals durch Bandscheiben: Thorakalbereich [thorakolumbal]
M9953;Stenose des Spinalkanals durch Bandscheiben: Lumbalbereich [lumbosakral]
M9959;Stenose des Spinalkanals durch Bandscheiben: Abdomen und sonstige Lokalisationen
M996;Stenose der Foramina intervertebralia, knoechern oder durch Subluxation
M9960;Stenose der Foramina intervertebralia, knoechern oder durch Subluxation: Kopfbereich [okzipitozervikal]
M9961;Stenose der Foramina intervertebralia, knoechern oder durch Subluxation: Zervikalbereich [zervikothorakal]
M9962;Stenose der Foramina intervertebralia, knoechern oder durch Subluxation: Thorakalbereich [thorakolumbal]
M9963;Stenose der Foramina intervertebralia, knoechern oder durch Subluxation: Lumbalbereich [lumbosakral]
M9964;Stenose der Foramina intervertebralia, knoechern oder durch Subluxation: Sakralbereich [sakrokokzygeal, sakroiliakal]
M9969;Stenose der Foramina intervertebralia, knoechern oder durch Subluxation: Abdomen und sonstige Lokalisationen
M997;Stenose der Foramina intervertebralia, bindegewebig oder durch Bandscheiben
M9970;Stenose der Foramina intervertebralia, bindegewebig oder durch Bandscheiben: Kopfbereich [okzipitozervikal]
M9971;Stenose der Foramina intervertebralia, bindegewebig oder durch Bandscheiben: Zervikalbereich [zervikothorakal]
M9972;Stenose der Foramina intervertebralia, bindegewebig oder durch Bandscheiben: Thorakalbereich [thorakolumbal]
M9973;Stenose der Foramina intervertebralia, bindegewebig oder durch Bandscheiben: Lumbalbereich [lumbosakral]
M9974;Stenose der Foramina intervertebralia, bindegewebig oder durch Bandscheiben: Sakralbereich [sakrokokzygeal, sakroiliakal]
M9979;Stenose der Foramina intervertebralia, bindegewebig oder durch Bandscheiben: Abdomen und sonstige Lokalisationen
M998;Sonstige biomechanische Funktionsstoerungen
M9980;Sonstige biomechanische Funktionsstoerungen: Kopfbereich [okzipitozervikal]
M9981;Sonstige biomechanische Funktionsstoerungen: Zervikalbereich [zervikothorakal]
M9982;Sonstige biomechanische Funktionsstoerungen: Thorakalbereich [thorakolumbal]
M9983;Sonstige biomechanische Funktionsstoerungen: Lumbalbereich [lumbosakral]
M9984;Sonstige biomechanische Funktionsstoerungen: Sakralbereich [sakrokokzygeal, sakroiliakal]
M9985;Sonstige biomechanische Funktionsstoerungen: Beckenbereich [Hueft- oder Schambeinregion]
M9986;Sonstige biomechanische Funktionsstoerungen: Untere Extremitaet
M9987;Sonstige biomechanische Funktionsstoerungen: Obere Extremitaet [akromioklavikular, sternoklavikular]
M9988;Sonstige biomechanische Funktionsstoerungen: Brustkorb [kostochondral, kostovertebral, sternochondral]
M9989;Sonstige biomechanische Funktionsstoerungen: Abdomen und sonstige Lokalisationen
M999;Biomechanische Funktionsstoerung, nicht naeher bezeichnet
M9990;Biomechanische Funktionsstoerung, nicht naeher bezeichnet: Kopfbereich [okzipitozervikal]
M9991;Biomechanische Funktionsstoerung, nicht naeher bezeichnet: Zervikalbereich [zervikothorakal]
M9992;Biomechanische Funktionsstoerung, nicht naeher bezeichnet: Thorakalbereich [thorakolumbal]
M9993;Biomechanische Funktionsstoerung, nicht naeher bezeichnet: Lumbalbereich [lumbosakral]
M9994;Biomechanische Funktionsstoerung, nicht naeher bezeichnet: Sakralbereich [sakrokokzygeal, sakroiliakal]
M9995;Biomechanische Funktionsstoerung, nicht naeher bezeichnet: Beckenbereich [Hueft- oder Schambeinregion]
M9996;Biomechanische Funktionsstoerung, nicht naeher bezeichnet: Untere Extremitaet
M9997;Biomechanische Funktionsstoerung, nicht naeher bezeichnet: Obere Extremitaet [akromioklavikular, sternoklavikular]
M9998;Biomechanische Funktionsstoerung, nicht naeher bezeichnet: Brustkorb [kostochondral, kostovertebral, sternochondral]
M9999;Biomechanische Funktionsstoerung, nicht naeher bezeichnet: Abdomen und sonstige Lokalisationen
N00;Akutes nephritisches Syndrom
N000;Akutes nephritisches Syndrom: Minimale glomerulaere Laesion
N001;Akutes nephritisches Syndrom: Fokale und segmentale glomerulaere Laesionen
N002;Akutes nephritisches Syndrom: Diffuse membranoese Glomerulonephritis
N003;Akutes nephritisches Syndrom: Diffuse mesangioproliferative Glomerulonephritis
N004;Akutes nephritisches Syndrom: Diffuse endokapillaer-proliferative Glomerulonephritis
N005;Akutes nephritisches Syndrom: Diffuse mesangiokapillaere Glomerulonephritis
N006;Akutes nephritisches Syndrom: Dense-deposit-Krankheit
N007;Akutes nephritisches Syndrom: Glomerulonephritis mit diffuser Halbmondbildung
N008;Akutes nephritisches Syndrom: Sonstige morphologische Veraenderungen
N009;Akutes nephritisches Syndrom: Art der morphologischen Veraenderung nicht naeher bezeichnet
N01;Rapid-progressives nephritisches Syndrom
N010;Rapid-progressives nephritisches Syndrom: Minimale glomerulaere Laesion
N011;Rapid-progressives nephritisches Syndrom: Fokale und segmentale glomerulaere Laesionen
N012;Rapid-progressives nephritisches Syndrom: Diffuse membranoese Glomerulonephritis
N013;Rapid-progressives nephritisches Syndrom: Diffuse mesangioproliferative Glomerulonephritis
N014;Rapid-progressives nephritisches Syndrom: Diffuse endokapillaer-proliferative Glomerulonephritis
N015;Rapid-progressives nephritisches Syndrom: Diffuse mesangiokapillaere Glomerulonephritis
N016;Rapid-progressives nephritisches Syndrom: Dense-deposit-Krankheit
N017;Rapid-progressives nephritisches Syndrom: Glomerulonephritis mit diffuser Halbmondbildung
N018;Rapid-progressives nephritisches Syndrom: Sonstige morphologische Veraenderungen
N019;Rapid-progressives nephritisches Syndrom: Art der morphologischen Veraenderung nicht naeher bezeichnet
N02;Rezidivierende und persistierende Haematurie
N020;Rezidivierende und persistierende Haematurie: Minimale glomerulaere Laesion
N021;Rezidivierende und persistierende Haematurie: Fokale und segmentale glomerulaere Laesionen
N022;Rezidivierende und persistierende Haematurie: Diffuse membranoese Glomerulonephritis
N023;Rezidivierende und persistierende Haematurie: Diffuse mesangioproliferative Glomerulonephritis
N024;Rezidivierende und persistierende Haematurie: Diffuse endokapillaer-proliferative Glomerulonephritis
N025;Rezidivierende und persistierende Haematurie: Diffuse mesangiokapillaere Glomerulonephritis
N026;Rezidivierende und persistierende Haematurie: Dense-deposit-Krankheit
N027;Rezidivierende und persistierende Haematurie: Glomerulonephritis mit diffuser Halbmondbildung
N028;Rezidivierende und persistierende Haematurie: Sonstige morphologische Veraenderungen
N029;Rezidivierende und persistierende Haematurie: Art der morphologischen Veraenderung nicht naeher bezeichnet
N03;Chronisches nephritisches Syndrom
N030;Chronisches nephritisches Syndrom: Minimale glomerulaere Laesion
N031;Chronisches nephritisches Syndrom: Fokale und segmentale glomerulaere Laesionen
N032;Chronisches nephritisches Syndrom: Diffuse membranoese Glomerulonephritis
N033;Chronisches nephritisches Syndrom: Diffuse mesangioproliferative Glomerulonephritis
N034;Chronisches nephritisches Syndrom: Diffuse endokapillaer-proliferative Glomerulonephritis
N035;Chronisches nephritisches Syndrom: Diffuse mesangiokapillaere Glomerulonephritis
N036;Chronisches nephritisches Syndrom: Dense-deposit-Krankheit
N037;Chronisches nephritisches Syndrom: Glomerulonephritis mit diffuser Halbmondbildung
N038;Chronisches nephritisches Syndrom: Sonstige morphologische Veraenderungen
N039;Chronisches nephritisches Syndrom: Art der morphologischen Veraenderung nicht naeher bezeichnet
N04;Nephrotisches Syndrom
N040;Nephrotisches Syndrom: Minimale glomerulaere Laesion
N041;Nephrotisches Syndrom: Fokale und segmentale glomerulaere Laesionen
N042;Nephrotisches Syndrom: Diffuse membranoese Glomerulonephritis
N043;Nephrotisches Syndrom: Diffuse mesangioproliferative Glomerulonephritis
N044;Nephrotisches Syndrom: Diffuse endokapillaer-proliferative Glomerulonephritis
N045;Nephrotisches Syndrom: Diffuse mesangiokapillaere Glomerulonephritis
N046;Nephrotisches Syndrom: Dense-deposit-Krankheit
N047;Nephrotisches Syndrom: Glomerulonephritis mit diffuser Halbmondbildung
N048;Nephrotisches Syndrom: Sonstige morphologische Veraenderungen
N049;Nephrotisches Syndrom: Art der morphologischen Veraenderung nicht naeher bezeichnet
N05;Nicht naeher bezeichnetes nephritisches Syndrom
N050;Nicht naeher bezeichnetes nephritisches Syndrom: Minimale glomerulaere Laesion
N051;Nicht naeher bezeichnetes nephritisches Syndrom: Fokale und segmentale glomerulaere Laesionen
N052;Nicht naeher bezeichnetes nephritisches Syndrom: Diffuse membranoese Glomerulonephritis
N053;Nicht naeher bezeichnetes nephritisches Syndrom: Diffuse mesangioproliferative Glomerulonephritis
N054;Nicht naeher bezeichnetes nephritisches Syndrom: Diffuse endokapillaer-proliferative Glomerulonephritis
N055;Nicht naeher bezeichnetes nephritisches Syndrom: Diffuse mesangiokapillaere Glomerulonephritis
N056;Nicht naeher bezeichnetes nephritisches Syndrom: Dense-deposit-Krankheit
N057;Nicht naeher bezeichnetes nephritisches Syndrom: Glomerulonephritis mit diffuser Halbmondbildung
N058;Nicht naeher bezeichnetes nephritisches Syndrom: Sonstige morphologische Veraenderungen
N059;Nicht naeher bezeichnetes nephritisches Syndrom: Art der morphologischen Veraenderung nicht naeher bezeichnet
N06;Isolierte Proteinurie mit Angabe morphologischer Veraenderungen
N060;Isolierte Proteinurie mit Angabe morphologischer Veraenderungen: Minimale glomerulaere Laesion
